Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence,QD - Goal clear?(0/1),QD - Context clear?(0/1),QD - How challenging(1-4),QD - Level learnt(1-7),SM - Description,SM - Goal understood?(0/1),SM - Context understood?(0/1),SM - Implied Context understood?(0/1),SM - Relvant facts identified?(0/1),SM - Correct facts retieved?(0/1),SM - No incorrect facts?(0/1),SM - Correct reasoning?(0/1),SM - Misunderstanding General,SM - Misunderstanding Reasons,SM - Misunderstanding General (secondary),SM - Misunderstanding Reasons (secondary),AQ - Inferrable(0-2)?,Source links work(number),Sources Types,Sources Relevant(number),Source Problems,AQ - Precise?,AQ - Explainable?,Effect - Description of effects,Effect - Conceptual error in explanaiton?(0/1),Effect - Subtopics,Effect - Error Type,Effect - Severity,Effect - Who is most effected(1-4),CD - detection student(1-3),CD - correction student(1-8),CD - detection knowledgeable(1-3),CD - correction knowledgeable(1-8),Score-right-minus-wrong
11,What modulation type is used for computer networks?,"a. RJ45
b. Simplex communication
c. Line coding
d. Line crimping",,c,c,,The correct modulation type used for computer networks is Line coding. Line coding is a method used in data communications to convert digital data to a digital signal. It is essential for transmitting digital data over a communication channel effectively.,[],1,1_basics_computer_networking,0.9,0.999997899130807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12,What is the difference between full duplex and half duplex?,"a. Half duplex occurs when hubs are in use; full duplex occurs when switches are in use.
b. Full duplex allows communications in two directions at the same time; half duplex means that only one side can communicate at a time.
c. Full duplex is a form of simplex communications.
d. Full duplex is slower than half duplex.
",,b,b,,"Full duplex allows communications in two directions simultaneously, meaning both sides can communicate at the same time. In contrast, half duplex only allows communication in one direction at a time, where each side takes turns sending and receiving data.",['https://www.geeksforgeeks.org/full-duplex-half-duplex-communication-channel/'],1,1_basics_computer_networking,0.9,0.999999448776502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
13,The ____________ consists of devices and is responsible for sending signals between devices.,"a. network layer
b. data link layer
c. physical layer
d. modulation
",,c,c,,"The correct option is 'c. physical layer.' The physical layer of the OSI model is responsible for transmitting raw data bits over a physical medium. It deals with the physical connection between devices, including the transmission and reception of signals.",['https://www.geeksforgeeks.org/physical-layer-computer-networks/'],1,1_basics_computer_networking,0.9,0.998739012613588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
14,What is the most common type of cabling used for connecting computing devices?,"a. Power Cable
b. Twisted Pair Cable
c. VGA Cable
d. SATA Cable
",,b,b,,"The most common type of cabling used for connecting computing devices is Twisted Pair Cable. Twisted Pair Cables are widely used in Ethernet networks due to their cost-effectiveness, flexibility, and ability to reduce electromagnetic interference.",['https://www.lifewire.com/what-is-twisted-pair-cabling-817420'],1,1_basics_computer_networking,0.95,0.999999448776502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
15,Which of the following are category types of Twisted Pair Ethernet cable? (Select all that apply),"a. Unshielded Twisted Pair (UTP).
b. Foiled Twisted Pair (FTP).
c. Shielded Twisted Pair (STP).
d. USB Cable
",,"a,b,c","a,b,c",,"The correct category types of Twisted Pair Ethernet cables are: 
 a. Unshielded Twisted Pair (UTP) - This type of cable is the most common and does not have any additional shielding. 
 b. Foiled Twisted Pair (FTP) - FTP cables have a layer of foil shielding to reduce interference. 
 c. Shielded Twisted Pair (STP) - STP cables have both foil shielding and an additional layer of braided shielding for better protection against interference. 
 d. USB Cable - USB cables are not category types of Twisted Pair Ethernet cables.",[],1,1_basics_computer_networking,0.9,0.999998823144412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16,How many octets are there in a MAC address?,"a. 5
b. 8
c. 4
d. 6",,d,d,,"A MAC address consists of 6 octets. Each octet is 8 bits long, making the total length of a MAC address 48 bits (6 octets * 8 bits per octet).",['https://en.wikipedia.org/wiki/MAC_address'],1,1_basics_computer_networking,0.9,0.999998733555102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
17,What address is used for Ethernet broadcasts?,"a. 00:00:00:00:00:00
b. 11:11:11:11:11:11
c. FF:FF:FF:FF:FF:00
d. FF:FF:FF:FF:FF:FF",,d,d,,"Ethernet broadcasts use the MAC address FF:FF:FF:FF:FF:FF. This address is reserved for broadcast traffic, allowing a frame to be sent to all devices on a local network segment.",['https://en.wikipedia.org/wiki/MAC_address#Universal_vs._local'],1,1_basics_computer_networking,0.9,0.999985025245123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18,What is a cyclical redundancy check?,"a. A way for two computers to synchronize their clocks.
b. The actual data being transported by an Ethernet frame.
c. A technique that allows for multiple logical LANs to operate on the same equipment.
d. A mathematical calculation used to ensure that all data arrived intact.
",,d,d,,A cyclical redundancy check (CRC) is a mathematical calculation used to ensure that all data arrived intact. It is a type of hash function used to detect errors in data during transmission. The sender performs a calculation on the data based on a polynomial and appends the result (CRC) to the data. The receiver then performs the same calculation on the received data and compares the result to the received CRC to check if any errors occurred during transmission.,['https://en.wikipedia.org/wiki/Cyclic_redundancy_check'],1,1_basics_computer_networking,0.9,0.999999329572925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
19,Which of the following are ways for transmitting data at the Ethernet level? (Select all that apply),"a. Multicast
b. Duplex
c. Broadcast
d. Unicast
",,"a,c,d","b,c,d",,"At the Ethernet level, data can be transmitted using duplex communication, broadcast, and unicast methods. 
- Multicast (option a) is a method of transmitting data to a group of devices, not specifically at the Ethernet level. 
- Duplex (option b) refers to the mode of communication where data can be transmitted and received simultaneously, which is a common way of transmitting data at the Ethernet level. 
- Broadcast (option c) involves sending data to all devices on the network, which is a method used at the Ethernet level. 
- Unicast (option d) is a one-to-one communication method, also commonly used for transmitting data at the Ethernet level.",[],0,1_basics_computer_networking,0.9,0.690598826266626,1.0,1.0,1.0,3.0,"Missing information. Ethernet hubs are half-duplex devices by nature, as they create a single shared channel of communication + they do support multicast",1.0,1.0,1.0,1.0,0.0,1.0,1.0,Wrong Facts/Concept,Incorrect information/concept,,,0.0,,,,,1.0,1.0,Misinformation about ethernets,1.0,Ethernet Cables,misinformation,Minor,1.0,3.0,2.0,2.0,2.0,0
20,Which of the following are parts of an Ethernet frame? (Select all that apply),"a. Broadcast
b. Data payload
c. EtherType field
d. Preamble
",,"b,c,d","b,c,d",,"The correct parts of an Ethernet frame are: 
- Data payload: This is where the actual data being transmitted is carried.
- EtherType field: It specifies the protocol type of the payload data.
- Preamble: It is used for synchronization and is a sequence of bits to signal the start of the frame.",['https://en.wikipedia.org/wiki/Ethernet_frame'],1,1_basics_computer_networking,0.9,0.999998465533897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
