Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence,Score-right-minus-wrong
76,Which of the following dotted-decimal notation (DDN) is equivalent of /28.,"a. 255.255.255.240
b. 255.128.224.0
c. 255.255.255.248
d. 255.255.255.224
",,a,a,,"The subnet mask /28 in binary is 11111111.11111111.11111111.11110000, which is equivalent to 255.255.255.240 in dotted-decimal notation. This subnet mask has 28 network bits and 4 host bits, allowing for 14 usable host addresses per subnet.","['CCNA 200-301 Official Cert Guide, Volume 1 by Wendell Odom (Chapter 12: Perspectives on IPv4 Subnetting)', 'https://www.cisco.com/c/en/us/support/docs/ip/routing-information-protocol-rip/13788-3.html']",1,chapter4_advanced_ipv4_addressing,1.0,1,1.0
77,The broadcast address from the IP address 67.68.67.68/12 is 67.79.255.255.,"a. FALSE
b. TRUE
",,b,b,,"The broadcast address for the given IP address 67.68.67.68 with a /12 subnet mask is indeed 67.79.255.255. To determine this, we first identify that a /12 subnet mask is 255.240.0.0 in dotted decimal notation. The broadcast address is found by setting all host bits (bits not covered by the subnet mask) to 1. In this case, the last 20 bits (32-12) are host bits. Setting these to 1 results in the binary IP of 01000011.01001111.11111111.11111111, which converts to 67.79.255.255 in dotted decimal notation.","['CCNA 200-301 Official Cert Guide, Wendell Odom, Chapter 12: Perspectives on IPv4 Subnetting', 'https://www.cisco.com/c/en/us/support/docs/ip/routing-information-protocol-rip/13788-3.html']",1,chapter4_advanced_ipv4_addressing,1.0,1,1.0
78,"Subnet masks can be written as 32-bit binary numbers, but not just any binary number. In particular, the binary subnet mask must follow these rules:
1. The value must not interleave 1s and 0s.
2. If 0s exist, they are on the left.
3. If 1s exist, they are on the right.","a. TRUE
b. FALSE
",,b,b,,"The given rules for subnet masks are incorrect. A valid subnet mask in binary must have contiguous 1s on the left side, followed by contiguous 0s on the right side. The 1s cannot be on the right with 0s on the left. Therefore, the correct answer is 'b' (FALSE).","['CCNA 200-301 Official Cert Guide, Volume 1 by Wendell Odom (Chapter 12: Perspectives on IPv4 Subnetting)', ""TCP/IP Guide by Charles M. Kozierok (Section 'IP Addressing Concepts and Issues', Subsection 'Subnet Masks')"", 'Wikipedia: Subnetwork - https://en.wikipedia.org/wiki/Subnetwork#Subnet_mask']",1,chapter4_advanced_ipv4_addressing,1.0,1,1.0
79,Which of the following answers lists the prefix (CIDR) format equivalent of 255.255.254.0?,"a. /22
b. /20
c. /23
d. /21
",,c,c,,"The subnet mask 255.255.254.0 in binary is 11111111.11111111.11111110.00000000. Counting the number of consecutive 1's from the left gives us 23, which corresponds to the /23 prefix or CIDR notation.","['CCNA 200-301 Official Cert Guide, Volume 1 by Wendell Odom (Chapter 12: Perspectives on IPv4 Subnetting)', 'Cisco Learning Network: Understanding IP Addressing and CIDR Notation (https://learningnetwork.cisco.com/s/article/understanding-ip-addressing-and-cidr-notation)']",1,chapter4_advanced_ipv4_addressing,0.98,1,1.0
80,Which of the following answers lists the prefix (CIDR) format equivalent of 255.192.0.0?,"a. /11
b. /12
c. /10
d. /13
",,c,c,,"The subnet mask 255.192.0.0 is equivalent to the /10 prefix in CIDR notation. In binary, 255.192.0.0 is represented as 11111111.11000000.00000000.00000000. Counting the number of consecutive 1's from the left gives us 10, hence the /10 prefix.","['CCNA 200-301 Official Cert Guide, Volume 1 by Wendell Odom, Chapter 12: Perspectives on IPv4 Subnetting', 'https://www.cisco.com/c/en/us/support/docs/ip/routing-information-protocol-rip/13788-3.html']",1,chapter4_advanced_ipv4_addressing,0.95,1,1.0
81,"Your task is to troubleshoot a user’s PC with IP 192.168.100.1/28. Based on the given details choose the number of the network (N), subnet (S), and host (H) bits.","a. Network Bits = 20 | Subnet Bits = 5 | Host Bits = 7
b. Network Bits = 28 | Subnet Bits = 1 | Host Bits = 2
c. Network Bits = 30 | Subnet Bits = 1 | Host Bits = 1
d. Network Bits = 24 | Subnet Bits = 4 | Host Bits = 4
",,d,d,,"The IP address 192.168.100.1/28 has a subnet mask of 255.255.255.240. This means that the first 28 bits are network and subnet bits, while the remaining 4 bits are host bits. Specifically, the first 24 bits (192.168.100) represent the network portion, the next 4 bits (from /28) are the subnet bits, and the final 4 bits are for host addresses. Therefore, the correct breakdown is 24 network bits, 4 subnet bits, and 4 host bits, which corresponds to choice d.","['CCNA 200-301 Official Cert Guide, Wendell Odom, Cisco Press, 2020', 'Subnetting Mastery: What is Subnetting & How to Master Subnetting, https://www.practicalnetworking.net/stand-alone/subnetting-mastery/']",1,chapter4_advanced_ipv4_addressing,0.95,1,1.0
82,Your task is to find the broadcast address from the IP address 10.75.20.3 with subnet mask 255.248.0.0,"a. Broadcast address: 10.75.255.255
b. Broadcast address: 10.79.255.255
c. Broadcast address: 10.75.20.255
d. Broadcast address: 10.80.255.255
",,b,b,,"To find the broadcast address, we need to identify the network and host portions of the IP address using the subnet mask. The subnet mask 255.248.0.0 (/13) means that the first 13 bits are network bits, and the remaining 19 bits are host bits. In binary, 10.75.20.3 is 00001010.01001011.00010100.00000011, and 255.248.0.0 is 11111111.11111000.00000000.00000000. The network portion is 00001010.01001 (10.72.0.0/13), and the host portion is 011.00010100.00000011 (0.20.3). To get the broadcast address, we set all host bits to 1, which results in 00001010.01001111.11111111.11111111 (10.79.255.255).","['CCNA 200-301 Official Cert Guide, Volume 1, Chapter 12: IP Addressing and Subnetting', 'https://www.cisco.com/c/en/us/support/docs/ip/routing-information-protocol-rip/13788-3.html']",1,chapter4_advanced_ipv4_addressing,0.95,1,1.0
83,Your task is to find the broadcast address from the IP address 172.30.70.26 with subnet mask 255.255.192.0,"a. Broadcast address: 172.30.87.255
b. Broadcast address: 172.30.70.255
c. Broadcast address: 172.30.127.255
d. Broadcast address: 172.30.100.255
",,c,c,,"To find the broadcast address, we need to find the network and host portions of the IP address using the subnet mask. The subnet mask 255.255.192.0 has 18 network bits (11111111.11111111.11000000.00000000), meaning the first 18 bits of the IP address represent the network, and the remaining 14 bits are for hosts. In binary, 172.30.70.26 is 10101100.00011110.01000110.00011010. The first 18 bits (172.30.64.0) represent the network, and the last 14 bits are the host. To get the broadcast address, we set all host bits to 1, which results in 172.30.127.255 (10101100.00011110.01111111.11111111).","['CCNA 200-301 Official Cert Guide, Wendell Odom, Chapter 12: IP Addressing and Subnetting', 'https://www.cisco.com/c/en/us/support/docs/ip/routing-information-protocol-rip/13788-3.html']",1,chapter4_advanced_ipv4_addressing,0.95,1,1.0
84,Which of the following answers lists the dotted decimal notation (DDN) equivalent of /30?,"a. 255.255.255.240
b. 255.255.192.0
c. 255.255.255.252
d. 255.255.252.0
",,c,c,,"The dotted decimal notation (DDN) equivalent of the subnet mask /30 is 255.255.255.252. A /30 subnet mask indicates that the first 30 bits are used for the network portion, leaving only 2 bits for host addresses. This allows for 4 total addresses, with 2 usable host addresses (the first and last are reserved for the network and broadcast addresses). The binary representation of 255.255.255.252 is 11111111.11111111.11111111.11111100, which has 30 consecutive 1's, matching the /30 prefix length.","['CCNA 200-301 Official Cert Guide, Volume 1 by Wendell Odom (Chapter 12: Perspectives on IPv4 Subnetting)', 'https://www.cisco.com/c/en/us/support/docs/ip/routing-information-protocol-rip/13788-3.html']",1,chapter4_advanced_ipv4_addressing,0.95,1,1.0
85,Which of the following answers lists the dotteddecimal notation (DDN) equivalent of /18?,"a. 255.255.255.192
b. 255.255.224.0
c. 255.255.128.0
d. 255.255.192.0
",,d,d,,"The /18 subnet mask in binary is 11111111.11111111.11000000.00000000, which converts to 255.255.192.0 in dotted decimal notation. This mask has 18 network bits (ones) and 14 host bits (zeros).","['CCNA 200-301 Official Cert Guide, Volume 1 by Wendell Odom', 'Cisco CCNA Certification, https://www.cisco.com/c/en/us/training-events/training-certifications/certifications/associate/ccna.html']",1,chapter4_advanced_ipv4_addressing,0.95,1,1.0
86,"Which of the following masks, when used within a Class B network, would supply enough subnet bits to support 90 subnets? (Choose two)","a. /19
b. /21
c. 255.255.224.0
d. /24
e. 255.255.255.252
f. 255.255.240.0
",,"d,e","a,f",,"To support 90 subnets, at least 7 subnet bits are needed (2^7 = 128 subnets). A Class B network has 16 network bits, so the subnet mask needs at least 23 bits (16 network + 7 subnet) to support 90 subnets. Choice a (/19) provides 13 subnet bits (32 - 19), more than the required 7, so it can support 90 subnets.Choice f (255.255.240.0) has 12 subnet bits (20 ones in binary), also more than the required 7, so it too can support 90 subnets.The other choices provide insufficient subnet bits:b (/21): 11 subnet bitsc (255.255.224.0): 11 subnet bits d (/24): 8 subnet bitse (255.255.255.252): 2 subnet bits","['CCNA 200-301 Official Cert Guide, Wendell Odom, Chapter 13: Analyzing Subnet Masks', 'https://www.cisco.com/c/en/us/support/docs/ip/routing-information-protocol-rip/13788-3.html']",0,chapter4_advanced_ipv4_addressing,0.95,1,0.0
88,"Your task is to troubleshoot a user’s PC with IP 10.20.30.5 and mask 255.255.255.0. Based on the given details type the number of the network (N), subnet (S), and host (H) bits.","a. Network Bits = 8 | Subnet Bits = 16 | Host Bits = 8
b. Network Bits = 16 | Subnet Bits = 15 | Host Bits = 1
c. Network Bits = 8 | Subnet Bits = 8 | Host Bits = 16
d. Network Bits = 16 | Subnet Bits = 1 | Host Bits = 15
",,a,a,,"The subnet mask 255.255.255.0 is a /24 mask, which means it has 24 network bits and 8 host bits. The first octet (255) represents 8 network bits, the second and third octets (255.255) represent 16 more network bits (8 each), and the last octet (0) represents 8 host bits. Therefore, the correct breakdown is 8 network bits, 16 subnet bits (the additional network bits beyond the first octet), and 8 host bits.","['CCNA 200-301 Official Cert Guide, Wendell Odom, Chapter 12: IP Addressing and Subnetting', 'https://www.cisco.com/c/en/us/support/docs/ip/routing-information-protocol-rip/13788-3.html']",1,chapter4_advanced_ipv4_addressing,0.95,1,1.0
89,The converted binary mask 11111111.11111111.11111110.00000000 to decimal is _______________.,"a. 255.255.252.0
b. 255.255.255.192
c. 255.255.254.0
d. 255.255.255.224
",,c,c,,"The given binary mask is 11111111.11111111.11111110.00000000. Converting each octet to decimal:11111111 = 25511111111 = 255 11111110 = 25400000000 = 0Therefore, the decimal equivalent of the subnet mask is 255.255.254.0, which corresponds to option c.","['CCNA 200-301 Official Cert Guide, Wendell Odom, Chapter 12: IP Addressing and Subnetting', 'https://www.cisco.com/c/en/us/support/docs/ip/routing-information-protocol-rip/13788-3.html']",1,chapter4_advanced_ipv4_addressing,1.0,1,1.0
90,Which of the following binary masks is equivalent to the 255.192.0.0 dotted-decimal notation (DDN)?,"a. 11111111.11110000.00000000.00000000
b. 11111111.11100000.00000000.00000000
c. 11111111.11000000.00000000.00000000
d. 11111111.11111000.00000000.00000000
",,c,c,,"The dotted-decimal notation 255.192.0.0 represents a subnet mask. To find the equivalent binary mask, we need to convert each octet of the DDN to binary. 255 in binary is 11111111, 192 in binary is 11000000, and 0 in binary is 00000000. Therefore, the binary equivalent of 255.192.0.0 is 11111111.11000000.00000000.00000000, which matches option c.","['CCNA 200-301 Official Cert Guide, Wendell Odom, Chapter 12: IP Addressing and Subnetting', 'https://www.cisco.com/c/en/us/support/docs/ip/routing-information-protocol-rip/13788-3.html']",1,chapter4_advanced_ipv4_addressing,1.0,1,1.0
