Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence,Score-right-minus-wrong
75,Which of the following dotted-decimal notation (DDN) is equivalent of /17.,"a. 255.255.192.0
b. 255.255.224.0
c. 255.128.0.0
d. 255.255.128.0
",,d,b,,"The equivalent DDN of /17 subnet mask is 255.255.255.128, which in dotted-decimal notation is 255.255.224.0.",['https://en.wikipedia.org/wiki/Subnetwork'],0,chapter4_advanced_ipv4_addressing,1,0.5382836646812778,0.0
76,Which of the following dotted-decimal notation (DDN) is equivalent of /28.,"a. 255.255.255.240
b. 255.128.224.0
c. 255.255.255.248
d. 255.255.255.224
",,a,c,,"The equivalent DDN of /28 subnet mask is 255.255.255.240. In CIDR notation, /28 corresponds to a subnet mask of 255.255.255.240, which means the first 28 bits are set to 1 in the subnet mask.",[],0,chapter4_advanced_ipv4_addressing,1,0.9777424492047098,0.0
77,The broadcast address from the IP address 67.68.67.68/12 is 67.79.255.255.,"a. FALSE
b. TRUE
",,b,a,,"The broadcast address for a given IP address can be calculated by setting all host bits to 1 in the subnet mask and then performing a bitwise OR operation with the given IP address. In this case, the subnet mask for /12 is 255.240.0.0. When calculating the broadcast address for 67.68.67.68/12, the correct broadcast address is 67.79.255.255, not 67.79.255.255. Therefore, the statement is FALSE.",['https://en.wikipedia.org/wiki/Broadcast_address'],0,chapter4_advanced_ipv4_addressing,1,0.6710296669148276,0.0
78,"Subnet masks can be written as 32-bit binary numbers, but not just any binary number. In particular, the binary subnet mask must follow these rules:
1. The value must not interleave 1s and 0s.
2. If 0s exist, they are on the left.
3. If 1s exist, they are on the right.","a. TRUE
b. FALSE
",,b,a,,The statement is TRUE. Subnet masks are written in a way that the left side consists of continuous 1s followed by continuous 0s on the right. This ensures that the network portion of the IP address is clearly distinguished from the host portion.,['https://en.wikipedia.org/wiki/Subnetwork'],0,chapter4_advanced_ipv4_addressing,1,0.9998713204499236,0.0
79,Which of the following answers lists the prefix (CIDR) format equivalent of 255.255.254.0?,"a. /22
b. /20
c. /23
d. /21
",,c,c,,"The CIDR notation represents the number of network address bits present in the subnet mask. To find the CIDR equivalent of a subnet mask, count the number of consecutive 1s in the subnet mask. In the subnet mask 255.255.254.0, there are 23 bits set to 1 (255.255.254.0 = 11111111.11111111.11111110.00000000), so the CIDR notation is /23.",['https://en.wikipedia.org/wiki/Classless_Inter-Domain_Routing'],1,chapter4_advanced_ipv4_addressing,1,0.5414270716523784,1.0
80,Which of the following answers lists the prefix (CIDR) format equivalent of 255.192.0.0?,"a. /11
b. /12
c. /10
d. /13
",,c,c,,"The CIDR notation represents the number of network address bits present in the subnet mask. To convert the subnet mask 255.192.0.0 to CIDR notation, count the number of continuous 1s in the subnet mask. In this case, 255.192.0.0 translates to 11111111.11000000.00000000. The CIDR notation equivalent to this subnet mask is /10 because there are 10 continuous network bits in the subnet mask.",[],1,chapter4_advanced_ipv4_addressing,1,0.8965281737951668,1.0
81,"Your task is to troubleshoot a user’s PC with IP 192.168.100.1/28. Based on the given details choose the number of the network (N), subnet (S), and host (H) bits.","a. Network Bits = 20 | Subnet Bits = 5 | Host Bits = 7
b. Network Bits = 28 | Subnet Bits = 1 | Host Bits = 2
c. Network Bits = 30 | Subnet Bits = 1 | Host Bits = 1
d. Network Bits = 24 | Subnet Bits = 4 | Host Bits = 4
",,d,d,,"The correct option is d. For the IP address 192.168.100.1/28, the default Class C address has 24 network bits, leaving 4 bits for subnetting, and 4 bits for hosts within each subnet (/28 means 28 bits are network bits and the remaining 4 bits are for hosts). Therefore, Network Bits = 24, Subnet Bits = 4, and Host Bits = 4.",['https://en.wikipedia.org/wiki/Classful_network'],1,chapter4_advanced_ipv4_addressing,1,0.9999951574563252,1.0
82,Your task is to find the broadcast address from the IP address 10.75.20.3 with subnet mask 255.248.0.0,"a. Broadcast address: 10.75.255.255
b. Broadcast address: 10.79.255.255
c. Broadcast address: 10.75.20.255
d. Broadcast address: 10.80.255.255
",,b,a,,"The broadcast address is calculated by performing a bitwise OR operation between the inverted subnet mask and the given IP address. In this case, the subnet mask 255.248.0.0 translates to /13 CIDR notation. The broadcast address for the IP address 10.75.20.3 with a /13 subnet mask is 10.75.255.255.",['https://www.ipaddressguide.com/cidr'],0,chapter4_advanced_ipv4_addressing,1,0.9999895549275502,0.0
83,Your task is to find the broadcast address from the IP address 172.30.70.26 with subnet mask 255.255.192.0,"a. Broadcast address: 172.30.87.255
b. Broadcast address: 172.30.70.255
c. Broadcast address: 172.30.127.255
d. Broadcast address: 172.30.100.255
",,c,a,,"The broadcast address is calculated by ORing the inverted subnet mask with the given IP address. In this case, the subnet mask 255.255.192.0 translates to /18 in CIDR notation. The broadcast address for the given IP address 172.30.70.26 with a /18 subnet mask would be 172.30.87.255.",['https://en.wikipedia.org/wiki/Broadcast_address'],0,chapter4_advanced_ipv4_addressing,1,0.990187657288203,0.0
84,Which of the following answers lists the dotted decimal notation (DDN) equivalent of /30?,"a. 255.255.255.240
b. 255.255.192.0
c. 255.255.255.252
d. 255.255.252.0
",,c,c,,"/30 in CIDR notation represents a subnet mask of 255.255.255.252 in dotted decimal notation (DDN). The /30 prefix length corresponds to 2 bits borrowed for subnetting, leaving 2 bits for host addresses, resulting in a subnet mask of 11111111.11111111.11111111.11111100, which translates to 255.255.255.252 in DDN.",['https://en.wikipedia.org/wiki/Classless_Inter-Domain_Routing'],1,chapter4_advanced_ipv4_addressing,1,0.9999974223173222,1.0
85,Which of the following answers lists the dotteddecimal notation (DDN) equivalent of /18?,"a. 255.255.255.192
b. 255.255.224.0
c. 255.255.128.0
d. 255.255.192.0
",,d,b,,"The dotted-decimal notation (DDN) equivalent of /18 subnet mask is 255.255.224.0. The /18 prefix length corresponds to 18 bits set to 1 in the subnet mask, which translates to 255.255.224.0 in DDN format.",['https://en.wikipedia.org/wiki/Subnetwork'],0,chapter4_advanced_ipv4_addressing,1,0.99999563426853,0.0
86,"Which of the following masks, when used within a Class B network, would supply enough subnet bits to support 90 subnets? (Choose two)","a. /19
b. /21
c. 255.255.224.0
d. /24
e. 255.255.255.252
f. 255.255.240.0
",,"d,e","a,b",,"A Class B network uses a default subnet mask of /16. To support 90 subnets, we need to borrow enough bits to cover at least 90 subnets. Calculating the number of bits needed: 2^x >= 90. By trying different values of x, we find that x=7 (2^7 = 128) is the smallest value that covers at least 90 subnets. Therefore, we need at least 7 subnet bits. A /19 mask provides 13 bits for subnetting (16+3), which is more than enough to support 90 subnets. Similarly, a /21 mask provides 11 bits for subnetting (16+5), also sufficient to support 90 subnets.",['https://en.wikipedia.org/wiki/Classful_network'],0,chapter4_advanced_ipv4_addressing,1,0.4901472910339191,0.0
88,"Your task is to troubleshoot a user’s PC with IP 10.20.30.5 and mask 255.255.255.0. Based on the given details type the number of the network (N), subnet (S), and host (H) bits.","a. Network Bits = 8 | Subnet Bits = 16 | Host Bits = 8
b. Network Bits = 16 | Subnet Bits = 15 | Host Bits = 1
c. Network Bits = 8 | Subnet Bits = 8 | Host Bits = 16
d. Network Bits = 16 | Subnet Bits = 1 | Host Bits = 15
",,a,a,,"The subnet mask 255.255.255.0 corresponds to a /24 subnet mask, which means there are 24 bits allocated for the network portion and 8 bits for the host portion. Therefore, Network Bits = 24 | Subnet Bits = 0 | Host Bits = 8. The total number of bits in an IPv4 address is 32.","['https://en.wikipedia.org/wiki/Subnetwork', 'https://en.wikipedia.org/wiki/IPv4']",1,chapter4_advanced_ipv4_addressing,1,0.999980733985592,1.0
89,The converted binary mask 11111111.11111111.11111110.00000000 to decimal is _______________.,"a. 255.255.252.0
b. 255.255.255.192
c. 255.255.254.0
d. 255.255.255.224
",,c,c,,"The converted binary mask 11111111.11111111.11111110.00000000 translates to 255.255.254.0 in decimal format. Each group of eight 1s in binary translates to 255 in decimal, and the group of two 0s translates to 0 in decimal.",[],1,chapter4_advanced_ipv4_addressing,1,0.9999950382530096,1.0
90,Which of the following binary masks is equivalent to the 255.192.0.0 dotted-decimal notation (DDN)?,"a. 11111111.11110000.00000000.00000000
b. 11111111.11100000.00000000.00000000
c. 11111111.11000000.00000000.00000000
d. 11111111.11111000.00000000.00000000
",,c,b,,"The binary mask equivalent to the dotted-decimal notation 255.192.0.0 is 11111111.11100000.00000000.00000000. When converting the decimal octets to binary, 192 is represented as 11000000. Therefore, the correct binary mask is 11111111.11100000.00000000. The other options do not match the given DDN.",[],0,chapter4_advanced_ipv4_addressing,1,0.7565119344518313,0.0
