Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence,Score-right-minus-wrong
11,What modulation type is used for computer networks?,"a. Line crimping
b. RJ45
c. Line coding
d. Simplex communication
",,c,c,,"The modulation type used for computer networks is line coding, which is a method used for converting digital data to digital signals. It is essential for transmitting data over network communication channels.",['https://www.geeksforgeeks.org/digital-communication-line-coding/'],1,1_basics_computer_networking,0.95,0.9999957534720164,1.0
12,What is the difference between full duplex and half duplex?,"a. Full duplex allows communications in two directions at the same time; half duplex means that only one side can communicate at a time.
b. Full duplex is a form of simplex communications.
c. Half duplex occurs when hubs are in use; full duplex occurs when switches are in use.
d. Full duplex is slower than half duplex.
",,a,a,,"Full duplex allows communication in both directions simultaneously, enabling devices to send and receive data at the same time. In contrast, half duplex only allows communication in one direction at a time, requiring devices to take turns transmitting and receiving data.",['https://www.geeksforgeeks.org/half-duplex-vs-full-duplex-communication/'],1,1_basics_computer_networking,0.95,0.999983356420506,1.0
13,The ____________ consists of devices and is responsible for sending signals between devices.,"a. network layer
b. physical layer
c. data link layer
d. modulation
",,b,b,,"The correct option is b. The physical layer of the OSI model is responsible for sending signals between devices. It deals with the physical connection between devices, including the transmission and reception of raw data bits over a physical medium.",['https://www.cloudflare.com/learning/ddos/glossary/open-systems-interconnection-model-osi/'],1,1_basics_computer_networking,0.95,0.9999731051276736,1.0
14,What is the most common type of cabling used for connecting computing devices?,"a. Power Cable
b. SATA Cable
c. VGA Cable
d. Twisted Pair Cable
",,d,d,,"The most common type of cabling used for connecting computing devices is Twisted Pair Cable. It is widely used in Ethernet networks for connecting devices like computers, routers, and switches.",['https://www.lifewire.com/what-is-twisted-pair-cabling-817420'],1,1_basics_computer_networking,1.0,0.999999091165773,1.0
15,Which of the following are category types of Twisted Pair Ethernet cable? (Select all that apply),"a. Foiled Twisted Pair (FTP).
b. Shielded Twisted Pair (STP).
c. USB Cable
d. Unshielded Twisted Pair (UTP).
",,"a,b,d","a,b,d",,"The category types of Twisted Pair Ethernet cables include Foiled Twisted Pair (FTP), Shielded Twisted Pair (STP), and Unshielded Twisted Pair (UTP). USB Cable is not a category type of Twisted Pair Ethernet cable.",['https://www.flukenetworks.com/blog/cabling-chronicles/difference-between-unshielded-twisted-pair-utp-and-shielded-twisted-pair-stp-cabling'],1,1_basics_computer_networking,1.0,0.9999832076056938,1.0
16,How many octets are there in a MAC address?,"a. 5
b. 6
c. 4
d. 8
",,b,b,,"There are 6 octets in a MAC address. Each octet is 8 bits long, making a total of 48 bits for the entire MAC address.",['https://en.wikipedia.org/wiki/MAC_address'],1,1_basics_computer_networking,1.0,0.9999876476902904,1.0
17,What address is used for Ethernet broadcasts?,"a. FF:FF:FF:FF:FF:FF
b. 00:00:00:00:00:00
c. FF:FF:FF:FF:FF:00
d. 11:11:11:11:11:11
",,a,a,,"The address FF:FF:FF:FF:FF:FF is used for Ethernet broadcasts. When a frame is sent to this address, it is received by all devices on the local network.",['https://en.wikipedia.org/wiki/MAC_address#Universal_vs._local'],1,1_basics_computer_networking,1.0,0.999978707566687,1.0
18,What is a cyclical redundancy check?,"a. A technique that allows for multiple logical LANs to operate on the same equipment.
b. The actual data being transported by an Ethernet frame.
c. A way for two computers to synchronize their clocks.
d. A mathematical calculation used to ensure that all data arrived intact.
",,d,d,,A cyclical redundancy check (CRC) is a mathematical calculation performed on data to detect errors that may have occurred during transmission. It is used to ensure the integrity of the data by generating a checksum at the sender's end and recalculating it at the receiver's end to verify if the data arrived intact.,"['https://en.wikipedia.org/wiki/Cyclic_redundancy_check', 'https://www.geeksforgeeks.org/cyclic-redundancy-check-error-detection-algorithm/']",1,1_basics_computer_networking,0.95,0.9999980183344636,1.0
19,Which of the following are ways for transmitting data at the Ethernet level? (Select all that apply),"a. Broadcast
b. Duplex
c. Unicast
d. Multicast
",,"a,c,d","a,c,d",,"The ways for transmitting data at the Ethernet level include: 
- Broadcast: Data is sent from one sender to all other devices on the network. 
- Unicast: Data is sent from one sender to a specific recipient. 
- Multicast: Data is sent from one sender to a specific group of recipients.",['https://www.geeksforgeeks.org/ethernet-frame-broadcast-unicast-and-multicast/'],1,1_basics_computer_networking,1.0,0.9984997210174088,1.0
20,Which of the following are parts of an Ethernet frame? (Select all that apply),"a. EtherType field
b. Broadcast
c. Preamble
d. Data payload
",,"a,c,d","a,c,d",,"Ethernet frames consist of the EtherType field, preamble, and data payload. The EtherType field specifies the protocol type of the data in the payload, the preamble helps in synchronization and framing, and the data payload carries the actual information being transmitted.",['https://www.geeksforgeeks.org/ethernet-frame-format/'],1,1_basics_computer_networking,1.0,0.9992421627018476,1.0
